IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi3g36020.1|pacid:21833011	2.032954019	13.90061782	0.444989582	4.568542957	4.91E-06	3.14E-05			expressed protein
bradi3g36140.1|pacid:21833049	-1.249390299	438.7727448	0.264562417	-4.722478396	2.33E-06	1.58E-05	GO:0016874	3-methylcrotonyl-CoA carboxylase	"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial precursor, putative, expressed"
bradi3g36217.1|pacid:21831110	1.581932666	79.97645833	0.207232017	7.633630597	2.28E-14	4.15E-13		DNAse I-like superfamily protein	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi3g36330.1|pacid:21831958	1.180833079	39.02655878	0.234636126	5.032614121	4.84E-07	3.68E-06	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily A, polypeptide 20"	"cytochrome P450, putative, expressed"
bradi3g36370.1|pacid:21832954	-2.303805111	21.20538448	0.360019316	-6.399115299	1.56E-10	1.97E-09	GO:0003677	myb domain protein 43	"MYB family transcription factor, putative, expressed"
bradi3g36407.1|pacid:21832242	-2.142876021	16.65558672	0.433080249	-4.947988341	7.50E-07	5.52E-06			expressed protein
bradi3g36480.2|pacid:21827836	-1.170047967	1841.655983	0.086987678	-13.45073226	3.05E-41	2.27E-39	GO:0019904	general regulatory factor 7	"14-3-3 protein, putative, expressed"
bradi3g36540.1|pacid:21831317	-1.261281229	177.6284916	0.409559862	-3.079601658	0.002072776	0.007240835	"GO:0004806,GO:0006629"	alpha/beta-Hydrolases superfamily protein	"phospholipase, putative, expressed"
bradi3g36697.1|pacid:21827115	-2.357629801	88.74082208	0.292641349	-8.056379627	7.86E-16	1.63E-14		Nucleotide-diphospho-sugar transferases superfamily protein	"CSLA11 - cellulose synthase-like family A, expressed"
bradi3g37010.1|pacid:21829887	-2.449255361	1145.280321	0.185512643	-13.20263309	8.47E-40	6.11E-38		Protein of unknown function (DUF1336)	"DUF1336 domain containing protein, expressed"
bradi3g37020.1|pacid:21829894	-2.060865147	39.07053849	0.256290754	-8.041121713	8.90E-16	1.83E-14	"GO:0003872,GO:0006096,GO:0005945"	phosphofructokinase 5	"phosphofructokinase, putative, expressed"
bradi3g37040.1|pacid:21830866	1.08858873	180.2503608	0.152319378	7.146751418	8.89E-13	1.39E-11		homeobox protein 30	"ZF-HD protein dimerisation region containing protein, expressed"
bradi3g37067.1|pacid:21832109	1.851362517	12.7861098	0.369611887	5.008936626	5.47E-07	4.12E-06	"GO:0003677,GO:0006355"	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	"no apical meristem protein, putative, expressed"
bradi3g37130.3|pacid:21832444	-1.709327283	1611.138309	0.053496438	-31.95217014	5.04E-224	6.66E-221	"GO:0003723,GO:0033897"	ribonuclease 1	"ribonuclease T2 family domain containing protein, expressed"
bradi3g37140.1|pacid:21831157	-1.90042607	876.9481259	0.074336425	-25.56520663	3.72E-144	2.54E-141	"GO:0016491,GO:0055114,GO:0003854,GO:0016616,GO:0006694,GO:0030060,GO:0006108"	malate dehydrogenase	"lactate/malate dehydrogenase, putative, expressed"
bradi3g37210.1|pacid:21830508	-3.918727093	453.335721	0.116406673	-33.66411042	1.94E-248	3.84E-245	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	PEP1 receptor 1	"receptor-like protein kinase precursor, putative, expressed"
bradi3g37300.2|pacid:21827570	-1.451473482	13.55008688	0.437698042	-3.316152561	0.00091266	0.003519423	"GO:0003824,GO:0008152"	4-coumarate:CoA ligase 2	"AMP-binding domain containing protein, expressed"
bradi3g37390.1|pacid:21832076	2.128155459	73.51348607	0.189291799	11.24272404	2.52E-29	1.18E-27		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi3g37450.1|pacid:21830471	-1.005229228	45.17993293	0.205997075	-4.879822833	1.06E-06	7.63E-06		Protein of unknown function (DUF567)	expressed protein
bradi3g37610.1|pacid:21826870	-2.223214764	347.0377737	0.1533481	-14.49783049	1.25E-47	1.17E-45		TRICHOME BIREFRINGENCE-LIKE 16	expressed protein
bradi3g37690.1|pacid:21827620	2.768762498	223.8227966	0.240396079	11.51750274	1.08E-30	5.39E-29	"GO:0008762,GO:0016491,GO:0050660,GO:0055114,GO:0019139,GO:0009690"	cytokinin oxidase 7	"cytokinin dehydrogenase precursor, putative, expressed"
bradi3g37740.1|pacid:21832258	1.629015946	5.61192708	0.499107774	3.26385609	0.00109907	0.004143247		zinc finger protein 8	"ZOS8-06 - C2H2 zinc finger protein, expressed"
bradi3g37820.1|pacid:21829669	-1.395019656	4.754916668	0.4278923	-3.260212107	0.001113289	0.004190373	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 76, subfamily C, polypeptide 4"	"cytochrome P450, putative, expressed"
bradi3g37830.1|pacid:21831744	-3.615732935	4810.973364	0.096488426	-37.47322964	2.51E-307	1.25E-303	"GO:0016831,GO:0030170,GO:0019752,GO:0006536,GO:0004351"	glutamate decarboxylase	"decarboxylase, putative, expressed"
bradi3g37940.1|pacid:21829466	-2.280769149	1732.829691	0.279711704	-8.153999708	3.52E-16	7.50E-15	"GO:0020037,GO:0009055,GO:0055114,GO:0016491,GO:0030151"	nitrate reductase 1	"nitrate reductase, putative, expressed"
bradi3g38027.1|pacid:21827375	-1.571515025	3.59280222	0.521645412	-3.012611613	0.002590102	0.008781801		"Protein of unknown function, DUF547"	expressed protein
bradi3g38090.1|pacid:21829403	-1.046165259	69.68406869	0.166595614	-6.279668689	3.39E-10	4.07E-09	"GO:0016787,GO:0008152"	carboxyesterase 13	"gibberellin receptor GID1L2, putative, expressed"
bradi3g38150.1|pacid:21833733	-1.839956332	38.67500454	0.241382782	-7.622566613	2.49E-14	4.50E-13	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 707, subfamily A, polypeptide 4"	"cytochrome P450, putative, expressed"
bradi3g38200.2|pacid:21832727	1.08868134	62.63286847	0.172224068	6.321307758	2.59E-10	3.15E-09	"GO:0003700,GO:0043565,GO:0046983,GO:0006355"	abscisic acid responsive elements-binding factor 3	"bZIP transcription factor, putative, expressed"
bradi3g38270.1|pacid:21831333	1.019442678	125.1645053	0.178158028	5.722125954	1.05E-08	1.03E-07		Histone H3 K4-specific methyltransferase SET7/9 family protein	"MORN repeat domain containing protein, expressed"
bradi3g38410.1|pacid:21828556	-1.887641161	939.8979161	0.153633708	-12.28663411	1.07E-34	6.42E-33		uncoupling protein 5	"mitochondrial carrier protein, putative, expressed"
bradi3g38450.1|pacid:21828204	-1.908174146	497.106232	0.208638072	-9.145857859	5.92E-20	1.65E-18	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi3g38540.1|pacid:21832014	-1.898717608	6.267588521	0.402670881	-4.715308944	2.41E-06	1.63E-05	"GO:0005507,GO:0009055"	uclacyanin 1	"plastocyanin-like domain containing protein, putative, expressed"
bradi3g38550.1|pacid:21828758	-2.077440753	16.18463831	0.306184254	-6.784936612	1.16E-11	1.63E-10			
bradi3g38660.1|pacid:21827786	1.293527333	2.865855934	0.501975368	2.576874116	0.009969825	0.028149844		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	"NOL1/NOP2/sun family protein, putative, expressed"
bradi3g38730.1|pacid:21832606	-1.264309061	532.4878143	0.208412136	-6.066388855	1.31E-09	1.46E-08	"GO:0016491,GO:0018580,GO:0055114"	Aldolase-type TIM barrel family protein	"2-nitropropane dioxygenase family, putative, expressed"
bradi3g38770.1|pacid:21830837	-1.158666019	8.677024434	0.378632563	-3.060133047	0.002212387	0.007659793	GO:0006511	SKP1-like 4	"Skp1 family, dimerisation domain containing protein, expressed"
bradi3g38910.1|pacid:21829244	1.344828943	1.679779268	0.501535189	2.6814249	0.007330937	0.021622991		alpha/beta-Hydrolases superfamily protein	"abhydrolase domain-containing protein FAM108C1, putative, expressed"
bradi3g38980.1|pacid:21827817	-1.545481381	74.79797895	0.213225337	-7.248113192	4.23E-13	6.83E-12	"GO:0003677,GO:0008270,GO:0006355"	Dof-type zinc finger DNA-binding family protein	"dof zinc finger domain containing protein, putative, expressed"
bradi3g39190.3|pacid:21829723	1.457960388	4.72013669	0.446055279	3.268564358	0.001080946	0.004082589		Copine (Calcium-dependent phospholipid-binding protein) family	"copine, putative, expressed"
bradi3g39310.1|pacid:21828805	1.135955683	92.92255551	0.200463575	5.666643834	1.46E-08	1.40E-07		RNI-like superfamily protein	"F-box protein At-B, putative, expressed"
bradi3g39370.1|pacid:21833573	-2.023087504	6.766163269	0.408037914	-4.958087069	7.12E-07	5.28E-06			expressed protein
bradi3g39540.1|pacid:21828122	1.121914416	72.98910929	0.161667433	6.939643902	3.93E-12	5.77E-11	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi3g39590.1|pacid:21832638	-1.36738946	5516.670055	0.075715486	-18.05957451	6.63E-73	1.16E-70	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	HEAT SHOCK PROTEIN 81.4	"heat shock protein, putative, expressed"
bradi3g39600.1|pacid:21832266	-2.963873529	2981.623771	0.120721838	-24.55126252	4.19E-133	2.25E-130			expressed protein
bradi3g39620.1|pacid:21831607	-1.436264106	3661.5232	0.121563554	-11.81492367	3.27E-32	1.74E-30	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	HEAT SHOCK PROTEIN 81.4	"heat shock protein, putative, expressed"
bradi3g39630.1|pacid:21826813	-2.349776093	2262.241239	0.212021687	-11.08271578	1.52E-28	6.75E-27	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	HEAT SHOCK PROTEIN 81.4	"heat shock protein, putative, expressed"
bradi3g39700.1|pacid:21829354	-1.212880866	43.12179241	0.318079396	-3.813138734	0.000137213	0.000651893	"GO:0004672,GO:0005524,GO:0006468,GO:0005509"	wall associated kinase 5	"OsWAK74 - OsWAK receptor-like protein kinase, expressed"
bradi3g39850.1|pacid:21829061	-1.431033047	804.6229039	0.180949232	-7.908478128	2.61E-15	5.16E-14	"GO:0008270,GO:0003677"	A20/AN1-like zinc finger family protein	"AN1-like zinc finger domain containing protein, expressed"
bradi3g39927.1|pacid:21832948	-1.55284773	232.3667063	0.185081046	-8.390095939	4.86E-17	1.11E-15	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi3g40007.2|pacid:21828142	1.122489066	62.96813859	0.207467595	5.41043081	6.29E-08	5.49E-07	"GO:0004553,GO:0005975"	beta glucosidase 17	"Os8bglu28 - beta-glucosidase homologue, similar to Os4bglu12 exoglucanase, expressed"
bradi3g40020.1|pacid:21832339	1.550313475	5.008701442	0.462489628	3.352104308	0.000801998	0.003141581		D111/G-patch domain-containing protein	"G-patch domain containing protein, expressed"
bradi3g40060.1|pacid:21831472	1.149725396	25.50166428	0.237689877	4.837081867	1.32E-06	9.31E-06	GO:0005515	DNA-binding bromodomain-containing protein	"DNA-binding bromodomain-containing protein, putative, expressed"
bradi3g40250.1|pacid:21826935	2.225549661	2.568179485	0.515553147	4.31681908	1.58E-05	9.22E-05	"GO:0004672,GO:0005524,GO:0006468,GO:0005488"	Concanavalin A-like lectin protein kinase family protein	"lectin-like protein kinase, putative, expressed"
bradi3g40420.1|pacid:21833097	-2.953778732	23.05761921	0.423244036	-6.978902196	2.97E-12	4.40E-11			expressed protein
bradi3g40570.1|pacid:21827577	-1.179907663	24.40384049	0.352685538	-3.345494878	0.000821359	0.003207912			"csAtPR5, putative, expressed"
bradi3g40600.1|pacid:21833367	-1.278805209	30.58253001	0.290005821	-4.409584621	1.04E-05	6.24E-05		OSBP(oxysterol binding protein)-related protein 4C	"oxysterol-binding protein, putative, expressed"
bradi3g40700.1|pacid:21829761	1.38525216	31.57159663	0.270951014	5.112555733	3.18E-07	2.50E-06			
bradi3g40820.1|pacid:21829078	-1.126805063	64.26721432	0.257091345	-4.38289769	1.17E-05	6.98E-05	GO:0016021	Auxin-responsive family protein	"membrane protein, putative, expressed"
bradi3g40860.1|pacid:21833164	1.487707086	26.07589806	0.238373409	6.24107821	4.35E-10	5.15E-09	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"BHLH transcription factor, putative, expressed"
bradi3g40900.1|pacid:21830684	1.205886449	26.78466698	0.223280953	5.400758257	6.64E-08	5.79E-07		Pentatricopeptide repeat (PPR) superfamily protein	expressed protein
bradi3g40950.1|pacid:21833433	-1.035371024	111.178385	0.184446443	-5.613396523	1.98E-08	1.87E-07		RPM1 interacting protein 4	"proteophosphoglycan ppg4, putative, expressed"
bradi3g40960.1|pacid:21827768	1.204019864	5.762344387	0.459694793	2.619172291	0.008814342	0.025297492	GO:0005515	Sterile alpha motif (SAM) domain-containing protein	"SAM domain containing protein, putative, expressed"
bradi3g41110.1|pacid:21827994	-2.681341979	5.912155359	0.471691181	-5.684528538	1.31E-08	1.27E-07	GO:0005515	F-box and associated interaction domains-containing protein	"OsFBX303 - F-box domain containing protein, expressed"
bradi3g41130.1|pacid:21831893	-1.065843373	68.92181507	0.17104021	-6.231536872	4.62E-10	5.47E-09	"GO:0005524,GO:0016301,GO:0008152,GO:0016773"	uridine kinase-like 2	"uridine/cytidine kinase-like 1, putative, expressed"
bradi3g41180.1|pacid:21827068	1.164906719	32.97030109	0.227259009	5.12589897	2.96E-07	2.34E-06			expressed protein
bradi3g41297.1|pacid:21828563	-1.203860223	116.8883342	0.143806975	-8.371361823	5.70E-17	1.29E-15	"GO:0003677,GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"	AGAMOUS-like 14	"OsMADS37 - MADS-box family gene with MIKC* type-box, expressed"
bradi3g41377.1|pacid:21828695	2.219640724	13.96940095	0.404329598	5.489681517	4.03E-08	3.62E-07	"GO:0016597,GO:0008152"	ACT domain repeat 4	"ACR5, putative, expressed"
bradi3g41510.1|pacid:21829555	1.59943673	14.09782809	0.29927154	5.344433125	9.07E-08	7.76E-07	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"BEE 1, putative, expressed"
bradi3g41540.1|pacid:21832372	1.20053837	13.84750064	0.385299132	3.115860563	0.00183409	0.006492855		O-fucosyltransferase family protein	"AP2 domain containing protein, expressed"
bradi3g41543.1|pacid:21828536	1.190349488	5.709790247	0.494484826	2.407251798	0.016073084	0.042183284	"GO:0003700,GO:0006355"	related to AP2 6l	"ethylene-responsive transcription factor ERF114, putative, expressed"
bradi3g41600.2|pacid:21828240	-1.837643599	6391.623595	0.11579625	-15.86962967	1.03E-56	1.23E-54			"mtN19, putative, expressed"
bradi3g41740.3|pacid:21833368	-1.202960921	305.0773503	0.119947518	-10.02906057	1.14E-23	3.90E-22	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase, putative, expressed"
bradi3g41770.1|pacid:21832506	-2.519792378	16.55523781	0.376488754	-6.692875548	2.19E-11	2.98E-10	"GO:0004672,GO:0005524,GO:0006468"	calmodulin-domain protein kinase 7	"CAMK_CAMK_like.37 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi3g42030.1|pacid:21830381	1.584118077	1165.86039	0.130469381	12.14168464	6.35E-34	3.62E-32	"GO:0008270,GO:0016491,GO:0055114"	GroES-like zinc-binding alcohol dehydrogenase family protein	"dehydrogenase, putative, expressed"
bradi3g42060.1|pacid:21833660	-1.359457624	85.79013646	0.155892853	-8.72046149	2.77E-18	6.88E-17	"GO:0005515,GO:0051087,GO:0006915"	BCL-2-associated athanogene 2	"BAG domain-containing protein, putative, expressed"
bradi3g42180.1|pacid:21829760	2.551789463	35.40120871	0.382411389	6.672890854	2.51E-11	3.40E-10	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 78, subfamily A, polypeptide 6"	"cytochrome P450, putative, expressed"
bradi3g42280.1|pacid:21827536	-1.774033479	19.1466484	0.31853557	-5.569341841	2.56E-08	2.38E-07		NEP-interacting protein 2	"RING-H2 finger protein ATL2B, putative, expressed"
bradi3g42350.1|pacid:21828488	2.420878029	351.8460796	0.192203785	12.59537124	2.24E-36	1.41E-34	GO:0003677	myb domain protein 7	"MYB family transcription factor, putative, expressed"
bradi3g42380.1|pacid:21830232	-1.916597024	72.14431292	0.149380336	-12.83031677	1.11E-37	7.43E-36		Pathogenesis-related thaumatin superfamily protein	"thaumatin, putative, expressed"
bradi3g42400.1|pacid:21827167	-1.80899601	387.7443253	0.169496903	-10.67273781	1.37E-26	5.46E-25	GO:0031072	Chaperone DnaJ-domain superfamily protein	"heat shock protein DnaJ, putative, expressed"
bradi3g42410.1|pacid:21829117	-1.933033821	212.5188688	0.119297979	-16.2034079	4.77E-59	5.95E-57		RING/U-box superfamily protein	"zinc finger, C3HC4 type family protein, expressed"
bradi3g42450.1|pacid:21829446	1.639053371	1.41485831	0.519525028	3.154907431	0.00160549	0.005786948		Arabidopsis protein of unknown function (DUF241)	"carrier, putative, expressed"
bradi3g42540.1|pacid:21831768	2.480441905	3.130517387	0.509789801	4.865616967	1.14E-06	8.15E-06		Arabidopsis protein of unknown function (DUF241)	"carrier, putative, expressed"
bradi3g42760.2|pacid:21831415	-3.185778351	1549.445175	0.122163355	-26.07801958	6.47E-150	4.75E-147	"GO:0016491,GO:0050660,GO:0055114"	Pyridine nucleotide-disulphide oxidoreductase family protein	"monodehydroascorbate reductase, putative, expressed"
bradi3g42810.2|pacid:21832185	-1.622173205	41.75670487	0.314979547	-5.150090601	2.60E-07	2.07E-06		Calcium-binding EF-hand family protein	"EF hand family protein, putative, expressed"
bradi3g42830.1|pacid:21832263	1.15244732	10.70898506	0.420675483	2.739516248	0.006152967	0.018591153		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	"harpin-induced protein 1 domain containing protein, expressed"
bradi3g42910.1|pacid:21829171	-1.015802227	201.6965162	0.121954588	-8.329348191	8.13E-17	1.81E-15	GO:0005515	Tetratricopeptide repeat (TPR)-like superfamily protein	"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY, putative, expressed"
bradi3g43137.2|pacid:21830492	-1.191780142	527.8347765	0.131747864	-9.045916215	1.48E-19	4.04E-18		ChaC-like family protein	"cation transport regulator-like protein 1, putative, expressed"
bradi3g43150.1|pacid:21829094	-4.771667164	72.91208901	0.341253307	-13.98277192	1.99E-44	1.62E-42	"GO:0000287,GO:0005524,GO:0047325,GO:0032957,GO:0005622,GO:0052725,GO:0052726,GO:0035300"	"Inositol 1,3,4-trisphosphate 5/6-kinase family protein"	"Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed"
bradi3g43210.1|pacid:21832417	2.262071839	2.520832995	0.523847256	4.318189722	1.57E-05	9.17E-05		Pentatricopeptide repeat (PPR) superfamily protein	"vegetative storage protein, putative, expressed"
